Study ID,Study Name,Study Description,Study Contact,Line ID,Line Name,Line Description,Control,Strain(s),Line Experimenter,Line Contact,Protocol ID,Protocol Name,Assay ID,Assay Name,Type,Formal Type ID,Measurement Updated,X Units,Y Units,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5228,A11,None,F,,,,2,Metabolomics,5266,A11,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00897
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.06507
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.09386
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,25.09022
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00468
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.92514
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5229,B2,None,F,,,,2,Metabolomics,5267,B2,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,1.20198
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0538
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0729
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,22.27441
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00468
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.8904
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5230,B3,None,F,,,,2,Metabolomics,5268,B3,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.59097
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.05402
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.08329
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,24.05957
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00468
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.79054
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5231,B11,None,F,,,,2,Metabolomics,5269,B11,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.86864
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.02061
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.04753
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,11.12549
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.13298
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,19.58801
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5232,C2,None,F,,,,2,Metabolomics,5270,C2,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,6.89794
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.33764
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.40479
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,10.6328
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01489
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,21.37196
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5233,C4,None,F,,,,2,Metabolomics,5271,C4,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,7.33896
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.29381
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.10127
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,23.17379
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01382
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.08128
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5234,C6,None,F,,,,2,Metabolomics,5272,C6,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.90526
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.16715
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.11544
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,21.91025
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01254
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,5.0194
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5235,C8,None,F,,,,2,Metabolomics,5273,C8,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,4.22658
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.06695
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.38034
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,15.53429
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.03595
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.8414
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5236,D7,None,F,,,,2,Metabolomics,5274,D7,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.33523
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.05162
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,26.11846
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01478
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.16927
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5237,D8,None,F,,,,2,Metabolomics,5275,D8,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00897
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.01115
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,25.43626
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.11018
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,1.17715
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5238,D9,None,F,,,,2,Metabolomics,5276,D9,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.81453
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.07609
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,22.02845
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00468
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,2.11836
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5239,E2,None,F,,,,2,Metabolomics,5277,E2,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,1.88261
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.35444
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,26.93123
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01773
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,1.07199
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5240,E7,None,F,,,,2,Metabolomics,5278,E7,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00897
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.00355
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.00834
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,22.96357
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.01226
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,4.0906
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5241,F7,None,F,,,,2,Metabolomics,5279,F7,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,3.6842
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,Linalool,CID:6549,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.0
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,GERANIOL,CID:637566,2020-02-19 00:57:58.874052+00:00,hours,mg/L,0.01802
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,ethanol,CID:702,2020-02-19 00:57:58.874052+00:00,hours,g/L,23.79541
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,D-Glucose,CID:5793,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.0129
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,maltose,CID:6255,2020-02-19 00:57:58.874052+00:00,hours,g/L,1.45414
4432,Engineering monoterpene biosynthesis in brewing yeast,,HGMartin@lbl.gov,5242,WLP,None,F,,,,2,Metabolomics,5280,WLP,maltotriose,CID:439586,2020-02-19 00:57:58.874052+00:00,hours,g/L,0.00897

